raceId,q1sec,q3sec,q2sec,q1_q3_diff,q2_q3_diff
3,95.533,96.184,95.13,-0.6509999999999962,-1.054000000000002
4,92.68,93.431,92.47399999999999,-0.7509999999999906,-0.9570000000000078
5,80.48400000000001,80.527,79.95400000000001,-0.042999999999992156,-0.5729999999999933
6,75.094,74.902,74.514,0.19199999999999307,-0.38800000000000523
7,87.33,88.316,87.01599999999999,-0.9860000000000042,-1.3000000000000114
10,80.793,81.569,80.358,-0.7759999999999962,-1.2109999999999985
13,83.349,84.066,82.955,-0.7169999999999987,-1.1110000000000042
17,99.87299999999999,100.94800000000001,99.695,-1.075000000000017,-1.2530000000000143
21,80.701,81.813,80.584,-1.112000000000009,-1.2289999999999992
23,75.19,75.787,75.11,-0.5970000000000084,-0.6770000000000067
24,76.90899999999999,77.886,77.03399999999999,-0.9770000000000039,-0.8520000000000039
27,74.92099999999999,75.666,74.603,-0.7450000000000045,-1.0630000000000024
29,97.94800000000001,98.989,97.842,-1.0409999999999968,-1.1470000000000056
30,106.777,107.338,106.037,-0.5609999999999928,-1.3009999999999877
32,104.282,104.801,104.01400000000001,-0.5190000000000055,-0.7869999999999919
33,77.945,78.404,77.287,-0.4590000000000032,-1.1169999999999902
35,71.83,72.368,71.768,-0.5379999999999967,-0.5999999999999943
36,86.644,86.072,85.326,0.5720000000000027,-0.7460000000000093
37,94.94200000000001,95.043,94.057,-0.10099999999999909,-0.9860000000000042
38,92.443,92.652,91.35900000000001,-0.20900000000000318,-1.2929999999999922
39,81.12,81.42099999999999,80.59700000000001,-0.3009999999999877,-0.8239999999999839
40,75.685,75.726,75.431,-0.04099999999999682,-0.2950000000000017
41,76.468,75.707,75.486,0.7610000000000099,-0.22099999999998943
42,72.416,72.331,71.926,0.08499999999999375,-0.40500000000000114
43,74.805,75.034,74.795,-0.2289999999999992,-0.23900000000000432
44,79.33,79.997,79.152,-0.6670000000000016,-0.8449999999999989
45,91.074,91.45,90.912,-0.3760000000000048,-0.5379999999999967
46,79.57,79.674,79.301,-0.10400000000001342,-0.37300000000000466
47,87.294,87.32900000000001,86.84100000000001,-0.0350000000000108,-0.48799999999999955
48,81.718,81.997,81.356,-0.27899999999999636,-0.6410000000000053
49,106.05799999999999,105.994,105.07,0.06399999999999295,-0.9240000000000066
50,85.35900000000001,85.368,84.753,-0.00899999999998613,-0.6149999999999949
51,95.69200000000001,95.908,95.381,-0.21599999999999397,-0.527000000000001
52,72.303,71.931,72.161,0.3719999999999999,0.23000000000000398
53,92.43299999999999,91.431,91.215,1.0019999999999953,-0.21599999999999397
54,94.536,93.84,93.527,0.695999999999998,-0.3130000000000024
55,87.07900000000001,85.229,85.729,1.8500000000000085,0.5
56,83.536,82.795,82.57900000000001,0.7409999999999997,-0.21599999999999397
57,91.138,89.816,90.013,1.3220000000000027,0.19700000000000273
58,75.816,74.648,74.637,1.1680000000000064,-0.01099999999999568
59,73.887,73.962,73.532,-0.07500000000000284,-0.4300000000000068
60,81.018,80.253,80.271,0.7650000000000006,0.018000000000000682
61,75.35,74.94200000000001,74.726,0.40799999999998704,-0.21600000000000819
62,71.088,70.832,70.636,0.2560000000000002,-0.19599999999999795
63,75.55,75.493,75.111,0.05700000000000216,-0.3819999999999908
64,74.412,74.07,73.778,0.34200000000001296,-0.2919999999999874
65,79.742,79.599,79.504,0.14300000000000068,-0.09499999999999886
66,87.306,86.907,85.85,0.3990000000000009,-1.0570000000000022
67,81.711,81.48400000000001,81.225,0.22699999999998965,-0.25900000000001455
68,104.128,104.36,103.951,-0.23199999999999932,-0.409000000000006
69,90.112,89.599,88.95400000000001,0.512999999999991,-0.644999999999996
70,70.643,70.68,70.313,-0.03700000000000614,-0.36700000000000443
337,114.612,114.101,113.88300000000001,0.5109999999999957,-0.2179999999999893
338,84.774,83.919,84.096,0.855000000000004,0.1770000000000067
340,95.64099999999999,94.55799999999999,94.928,1.0829999999999984,0.37000000000000455
341,81.412,79.995,80.655,1.4170000000000016,0.6599999999999966
342,74.757,73.826,74.375,0.9310000000000116,0.5490000000000066
343,87.06700000000001,86.295,86.729,0.7720000000000056,0.4339999999999975
344,75.889,75.105,75.528,0.7839999999999918,0.4230000000000018
345,98.132,97.587,98.015,0.5450000000000017,0.42799999999999727
346,90.84100000000001,89.615,90.114,1.2260000000000133,0.49900000000000944
347,74.80799999999999,73.791,74.081,1.016999999999996,0.29000000000000625
348,80.417,78.773,79.531,1.6440000000000055,0.7580000000000098
350,82.42099999999999,81.962,82.297,0.458999999999989,0.33499999999999375
351,106.541,105.39,105.561,1.1509999999999962,0.17100000000000648
352,92.035,90.785,91.184,1.25,0.3990000000000009
353,97.113,95.58500000000001,96.039,1.5279999999999916,0.4539999999999935
355,100.17,99.394,99.874,0.7759999999999962,0.47999999999998977
841,85.29599999999999,83.529,84.09,1.766999999999996,0.561000000000007
842,96.744,94.87,95.569,1.8739999999999952,0.6989999999999981
843,95.27199999999999,93.706,94.48599999999999,1.5659999999999883,0.7799999999999869
844,87.013,85.049,85.61,1.9639999999999986,0.5609999999999928
845,82.96000000000001,80.981,81.53999999999999,1.9790000000000134,0.5589999999999975
846,75.207,73.556,74.275,1.6509999999999962,0.7190000000000083
847,73.822,73.014,73.431,0.8080000000000069,0.4170000000000016
848,98.413,96.975,97.305,1.4380000000000024,0.3300000000000125
850,91.826,90.07900000000001,90.998,1.7469999999999857,0.9189999999999969
851,81.578,79.815,80.262,1.7630000000000052,0.44700000000000273
853,83.976,82.275,82.914,1.7009999999999934,0.6389999999999958
854,106.39699999999999,104.381,104.931,2.015999999999991,0.5499999999999972
855,92.626,90.46600000000001,91.139,2.1599999999999966,0.6729999999999876
856,97.525,95.82,96.52600000000001,1.7050000000000125,0.7060000000000173
857,86.189,84.178,84.657,2.0109999999999957,0.4789999999999992
858,99.782,98.481,98.434,1.301000000000002,-0.046999999999997044
859,73.281,71.918,72.446,1.3629999999999995,0.5279999999999916
860,86.182,84.922,85.469,1.2600000000000051,0.546999999999997
861,97.172,96.219,96.715,0.953000000000003,0.4960000000000093
862,96.19800000000001,95.12100000000001,95.7,1.0769999999999982,0.5789999999999935
863,93.814,92.422,93.209,1.391999999999996,0.7870000000000061
864,82.583,81.707,82.105,0.8760000000000048,0.39800000000001035
865,75.418,74.301,74.911,1.1170000000000044,0.6099999999999994
866,74.661,73.784,74.187,0.8769999999999953,0.4029999999999916
867,98.825,98.086,98.489,0.7390000000000043,0.4030000000000058
870,81.794,80.953,81.06,0.840999999999994,0.10699999999999932
871,108.993,107.57300000000001,107.654,1.4199999999999875,0.08099999999998886
872,84.175,84.01,84.242,0.16499999999999204,0.23199999999999932
873,107.688,106.362,106.66499999999999,1.3260000000000076,0.30299999999999727
874,92.029,90.839,91.501,1.1899999999999977,0.6620000000000061
875,98.208,97.24199999999999,97.767,0.9660000000000082,0.5250000000000057
876,86.048,85.283,85.435,0.7650000000000006,0.15200000000000102
877,101.497,100.63,100.90100000000001,0.8670000000000044,0.271000000000015
878,96.55799999999999,95.657,95.79599999999999,0.9009999999999962,0.1389999999999958
882,95.793,94.48400000000001,95.078,1.3089999999999975,0.5939999999999941
883,92.878,92.33,92.74600000000001,0.5480000000000018,0.41600000000001103
884,81.72800000000001,80.718,81.001,1.0100000000000051,0.28300000000000125
888,90.547,89.398,89.825,1.149000000000001,0.4270000000000067
890,80.35,79.388,79.77799999999999,0.9619999999999891,0.38999999999998636
892,84.319,83.755,83.977,0.5640000000000072,0.2220000000000084
893,104.196,102.84100000000001,102.905,1.3549999999999898,0.06399999999999295
894,98.34100000000001,97.202,97.569,1.13900000000001,0.36700000000000443
895,91.824,90.91499999999999,91.28999999999999,0.909000000000006,0.375
896,85.574,84.119,84.568,1.4549999999999983,0.44899999999999807
897,100.693,99.957,100.473,0.7360000000000042,0.5160000000000053
898,97.821,96.338,97.065,1.483000000000004,0.7270000000000039
899,85.342,86.479,86.161,-1.1370000000000005,-0.31799999999999784
902,94.874,93.185,93.708,1.688999999999993,0.5229999999999961
903,115.51599999999999,113.86,114.029,1.6559999999999917,0.16899999999999693
904,86.764,85.232,86.088,1.5319999999999965,0.8559999999999945
905,77.557,75.989,76.354,1.5679999999999978,0.3649999999999949
906,75.75,74.874,75.054,0.8760000000000048,0.18000000000000682
907,69.514,68.759,68.974,0.7549999999999955,0.2150000000000034
909,77.631,76.53999999999999,77.10900000000001,1.0910000000000082,0.5690000000000168
910,84.941,82.715,83.31,2.225999999999999,0.5949999999999989
912,85.363,84.10900000000001,84.56,1.2539999999999907,0.4509999999999934
913,106.685,105.681,105.825,1.0040000000000049,0.14400000000000546
914,93.61099999999999,92.506,92.95,1.1049999999999898,0.4440000000000026
915,98.759,98.513,98.338,0.2459999999999951,-0.17500000000001137
916,97.196,96.06700000000001,96.28999999999999,1.1289999999999907,0.22299999999998477
917,70.347,70.023,70.303,0.32399999999999807,0.28000000000000114
918,101.207,100.47999999999999,100.92,0.7270000000000039,0.44000000000001194
926,88.586,86.327,86.894,2.2590000000000003,0.5670000000000073
928,97.50200000000001,95.782,96.423,1.720000000000013,0.6410000000000053
929,93.928,92.571,92.669,1.3569999999999993,0.09799999999999898
930,86.382,84.681,85.166,1.7010000000000076,0.48499999999999943
931,76.52799999999999,75.098,75.471,1.4299999999999926,0.37300000000000466
932,75.833,74.393,74.661,1.4399999999999977,0.2680000000000007
934,93.426,92.24799999999999,92.737,1.1780000000000115,0.4890000000000043
936,82.89,82.02,82.285,0.8700000000000045,0.26500000000000057
937,108.908,107.197,107.955,1.7109999999999985,0.7579999999999956
938,84.251,83.39699999999999,83.383,0.8540000000000134,-0.013999999999995794
939,105.34,103.88499999999999,104.743,1.4550000000000125,0.8580000000000041
940,92.844,92.584,92.632,0.2599999999999909,0.04800000000000182
941,98.343,97.113,97.5,1.230000000000004,0.38700000000000045
943,80.436,79.48,79.82900000000001,0.9560000000000031,0.34900000000000375
944,71.682,71.282,71.66499999999999,0.4000000000000057,0.38299999999999557
945,100.97399999999999,100.237,100.75800000000001,0.7369999999999948,0.521000000000015
948,85.351,83.837,84.605,1.5139999999999958,0.7680000000000007
949,91.325,89.493,90.039,1.8320000000000078,0.5460000000000065
950,97.001,95.402,96.118,1.5990000000000038,0.715999999999994
951,96.006,95.417,95.337,0.5889999999999986,-0.0799999999999983
952,83.002,82,82.15899999999999,1.0019999999999953,0.15899999999999181
953,74.61,73.622,74.043,0.9879999999999995,0.4210000000000065
954,73.714,72.812,73.076,0.902000000000001,0.2639999999999958
955,103.685,102.75800000000001,102.52000000000001,0.9269999999999925,-0.23799999999999955
957,90.724,89.287,89.243,1.4369999999999976,-0.04400000000001114
959,75.243,74.363,74.748,0.8799999999999955,0.3850000000000051
960,107.738,106.744,106.999,0.9939999999999998,0.25499999999999545
961,81.854,81.135,81.498,0.7189999999999941,0.36299999999999955
962,104.255,102.584,103.02000000000001,1.6709999999999923,0.43600000000000705
963,94.444,92.85,93.04599999999999,1.5940000000000083,0.19599999999999795
964,91.65899999999999,90.64699999999999,90.714,1.0120000000000005,0.06700000000000728
966,79.447,78.70400000000001,78.97200000000001,0.742999999999995,0.2680000000000007
967,71.511,70.736,71.238,0.7749999999999915,0.5019999999999953
968,99.487,98.755,99.382,0.7319999999999993,0.6270000000000095
970,93.078,91.678,92.181,1.4000000000000057,0.5030000000000001
971,90.814,88.769,89.535,2.0449999999999875,0.7659999999999911
972,94.041,93.194,93.26400000000001,0.8469999999999942,0.07000000000000739
974,73.078,72.178,72.231,0.9000000000000057,0.05299999999999727
976,101.983,100.593,101.275,1.3900000000000006,0.6820000000000022
977,65.064,64.251,64.316,0.8129999999999882,0.06499999999999773
979,77.244,76.276,76.693,0.9680000000000035,0.4170000000000016
980,104.184,102.553,102.92699999999999,1.6310000000000002,0.3739999999999952
981,95.71600000000001,95.554,94.66,0.16200000000000614,-0.8940000000000055
983,91.605,90.076,90.803,1.5290000000000106,0.7270000000000039
984,89.047,87.319,87.819,1.7279999999999944,0.5
985,94.822,93.108,93.437,1.7139999999999986,0.3289999999999935
986,77.518,76.488,76.524,1.0300000000000011,0.036000000000001364
987,69.405,68.322,68.494,1.0829999999999984,0.17199999999999704
988,97.356,96.231,96.74199999999999,1.125,0.5109999999999957
989,82.824,81.164,81.944,1.6599999999999966,0.7800000000000011
990,88.951,87.958,88.34100000000001,0.992999999999995,0.3830000000000098
991,92.17099999999999,91.095,91.914,1.0759999999999934,0.8190000000000026
993,77.031,76.173,76.80199999999999,0.8580000000000041,0.6289999999999907
994,72.013,70.81,71.278,1.203000000000003,0.4680000000000035
995,71.71000000000001,70.764,71.434,0.9460000000000122,0.6700000000000017
996,91.271,90.029,90.645,1.2420000000000044,0.6159999999999997
997,64.08,63.13,63.544,0.9499999999999957,0.4139999999999944
998,86.58500000000001,85.892,86.256,0.693000000000012,0.3640000000000043
999,72.505,71.212,72.152,1.2929999999999922,0.9399999999999977
1002,80.542,79.119,79.629,1.4230000000000018,0.5100000000000051
1005,88.702,87.76,87.987,0.9419999999999931,0.22699999999998965
1006,94.13,92.237,92.884,1.8930000000000007,0.6470000000000056
1007,75.58,74.759,75.64,0.820999999999998,0.8810000000000002
1008,68.205,67.281,67.727,0.9239999999999924,0.44599999999999795
1009,96.775,94.794,95.693,1.9810000000000088,0.8990000000000009
1010,82.017,80.486,81.014,1.5309999999999917,0.5279999999999916
1011,88.495,87.866,88.04599999999999,0.6290000000000049,0.1799999999999926
1012,92.658,91.547,91.637,1.1110000000000042,0.09000000000000341
1013,101.426,100.495,101.388,0.9309999999999974,0.8930000000000007
1014,76.979,75.406,75.924,1.5729999999999933,0.5180000000000007
1015,71.434,70.166,70.618,1.2680000000000007,0.4519999999999982
1016,71.2,70.24,71.01,0.960000000000008,0.7700000000000102
1018,63.807,63.003,63.378,0.804000000000002,0.375
1019,85.513,85.093,85.54599999999999,0.4200000000000017,0.45299999999998875
1020,72.229,71.767,72.149,0.4620000000000033,0.382000000000005
1022,103.587,102.519,102.938,1.0679999999999978,0.41899999999999693
1023,80.126,79.307,79.464,0.8190000000000026,0.15699999999999648
1024,97.31700000000001,96.217,96.65,1.1000000000000085,0.43300000000000693
1025,93.032,91.628,92.434,1.4039999999999964,0.8059999999999974
1026,88.405,87.064,87.688,1.3410000000000082,0.6240000000000094
1027,75.949,74.758,75.721,1.1910000000000025,0.9630000000000081
1028,93.35300000000001,92.029,92.75999999999999,1.3240000000000123,0.7309999999999945
1029,68.242,67.508,67.503,0.7340000000000089,-0.0049999999999954525
1030,95.851,94.779,95.543,1.0720000000000027,0.76400000000001
1031,64.024,62.939,63.015,1.0850000000000009,0.07600000000000051
1033,74.681,73.447,74.261,1.2339999999999947,0.813999999999993
1034,85.801,84.303,85.015,1.4980000000000047,0.7120000000000033
1035,86.738,85.154,85.785,1.5840000000000032,0.6310000000000002
1036,76.872,75.584,76.013,1.2879999999999967,0.42900000000000205
1037,102.32300000000001,101.25200000000001,102.01400000000001,1.070999999999998,0.7620000000000005
1038,79.514,78.887,78.952,0.6269999999999953,0.06499999999999773
1039,75.749,75.144,75.309,0.6049999999999898,0.16499999999999204
1040,92.656,91.304,92.218,1.3520000000000039,0.9140000000000015
1041,86.319,85.269,85.39,1.0499999999999972,0.12099999999999511
1042,76.828,76.652,76.46600000000001,0.17600000000000193,-0.18599999999999284
1045,88.343,87.264,87.586,1.0790000000000077,0.32200000000000273
1046,53.904,53.377,53.647,0.527000000000001,0.269999999999996
1047,95.52799999999999,95.24600000000001,95.46600000000001,0.28199999999998226,0.21999999999999886
1051,81.901,80.827,81.682,1.073999999999998,0.855000000000004
1053,74.672,74.411,74.716,0.2609999999999957,0.3049999999999926
1054,78.72200000000001,78.348,77.968,0.37400000000000944,-0.37999999999999545
1055,77.821,76.741,76.922,1.0799999999999983,0.18099999999999739
1056,70.938,70.346,70.597,0.5919999999999987,0.25099999999999056
1057,101.545,101.218,101.625,0.3269999999999982,0.4069999999999965
1058,64.489,63.841,64.197,0.6480000000000032,0.35600000000000165
1059,91.001,89.99,90.735,1.01100000000001,0.7450000000000045
1060,64.249,63.72,63.927,0.5289999999999964,0.20700000000000074
1061,86.751,86.134,86.023,0.6170000000000044,-0.1110000000000042
1062,76.214,75.419,75.65,0.7950000000000017,0.23100000000000875
1064,69.82900000000001,68.885,69.071,0.9440000000000026,0.18599999999999284
1065,80.543,79.555,79.936,0.9879999999999995,0.3810000000000002
1067,84.58500000000001,82.868,83.082,1.717000000000013,0.21399999999999864
1069,94.15299999999999,92.91,93.464,1.242999999999995,0.554000000000002
1070,76.727,75.875,76.474,0.8520000000000039,0.5990000000000038
1071,68.733,67.934,68.068,0.7990000000000066,0.13400000000000034
1072,88.021,87.511,87.712,0.5100000000000051,0.20100000000000762
1073,82.845,82.10900000000001,82.8,0.73599999999999,0.6909999999999883
1074,91.471,90.55799999999999,90.757,0.9130000000000109,0.19900000000001228
1075,88.855,88.2,88.686,0.6550000000000011,0.4860000000000042
1076,78.58,77.868,78.34,0.7120000000000033,0.4720000000000084
1078,89.474,88.79599999999999,89.13,0.6780000000000115,0.3340000000000032
1079,79.861,78.75,79.219,1.1110000000000042,0.4689999999999941
1080,72.569,71.376,71.864,1.1929999999999978,0.48799999999999955
1081,102.72200000000001,101.35900000000001,101.955,1.3629999999999995,0.5959999999999894
1084,65.419,64.984,65.287,0.4350000000000023,0.3030000000000115
1085,91.727,90.872,91.081,0.855000000000004,0.20900000000000318
1086,78.374,77.377,77.703,0.9969999999999999,0.3260000000000076
1087,104.581,103.66499999999999,104.551,0.916000000000011,0.8860000000000099
1088,71.31700000000001,70.342,70.814,0.9750000000000085,0.4719999999999942
1089,80.922,80.161,80.878,0.7609999999999957,0.7169999999999987
1092,90.224,89.304,89.925,0.9200000000000017,0.6209999999999951
1093,95.297,94.356,95.24600000000001,0.9410000000000025,0.8900000000000148
1094,79.169,77.775,78.55199999999999,1.3939999999999912,0.7769999999999868
1095,73.106,71.674,70.881,1.431999999999988,-0.7930000000000064
1096,84.754,83.824,84.419,0.9300000000000068,0.5949999999999989
1098,90.993,89.708,90.282,1.2849999999999966,0.5739999999999981
1099,88.761,88.265,88.635,0.4959999999999951,0.37000000000000455
1100,77.384,76.732,77.056,0.652000000000001,0.32399999999999807
1101,101.269,100.203,100.822,1.0660000000000025,0.6189999999999998
1102,87.363,86.84100000000001,86.814,0.5219999999999914,-0.027000000000015234
1104,72.386,71.365,71.908,1.0210000000000008,0.5430000000000064
1105,72.937,72.272,72.76,0.664999999999992,0.48799999999999955
1107,65.116,64.391,64.951,0.7249999999999943,0.5599999999999881
1109,78.143,76.60900000000001,77.328,1.5339999999999918,0.7189999999999941
