qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1sec,q2sec,q1_rank
343,34,3,3,7,15,1:36.434,1:36.210,\N,96.434,96.21000000000001,13
344,34,14,9,9,16,1:36.731,\N,\N,96.731,NA,16
345,34,6,3,8,17,1:36.863,\N,\N,96.863,NA,17
346,34,18,11,16,18,1:37.053,\N,\N,97.053,NA,18
347,34,16,10,20,19,1:37.730,\N,\N,97.72999999999999,NA,19
348,34,21,10,21,20,1:37.739,\N,\N,97.739,NA,20
349,35,13,6,2,1,1:11.830,1:11.875,1:12.368,71.83,71.875,1
350,35,15,7,11,2,1:12.226,1:12.107,1:12.737,72.226,72.107,6
351,35,8,6,1,3,1:12.083,1:11.950,1:12.825,72.083,71.95,2
352,35,1,1,22,4,1:12.213,1:11.856,1:12.830,72.213,71.856,3
353,35,5,1,23,5,1:12.366,1:11.768,1:12.917,72.366,71.768,8
354,35,4,4,5,6,1:12.214,1:12.090,1:12.967,72.214,72.09,4
355,35,20,5,15,7,1:12.390,1:11.845,1:13.082,72.39,71.845,11
356,35,2,2,3,8,1:12.371,1:12.026,1:13.297,72.371,72.026,9
357,35,7,5,14,9,1:12.498,1:12.075,1:14.105,72.498,72.075,13
358,35,10,7,12,10,1:12.223,1:11.909,1:14.230,72.223,71.909,5
359,35,12,4,6,11,1:12.348,1:12.137,\N,72.348,72.137,7
360,35,17,9,10,12,1:12.409,1:12.289,\N,72.409,72.289,12
361,35,9,2,4,13,1:12.381,1:12.300,\N,72.381,72.3,10
362,35,14,9,9,14,1:12.690,1:12.717,\N,72.69,72.717,15
363,35,22,11,17,15,1:12.548,1:13.139,\N,72.548,73.139,14
364,35,6,3,8,16,1:12.800,\N,\N,72.8,NA,16
365,35,18,11,16,17,1:12.810,\N,\N,72.81,NA,17
366,35,3,3,7,18,1:13.002,\N,\N,73.002,NA,18
367,35,21,10,21,19,1:13.426,\N,\N,73.426,NA,19
368,35,16,10,20,20,1:13.508,\N,\N,73.508,NA,20
369,36,8,6,6,1,1:26.644,1:25.644,1:26.072,86.644,85.644,1
370,36,4,1,1,2,1:26.697,1:25.326,1:26.493,86.697,85.326,4
371,36,2,2,9,3,1:26.895,1:25.358,1:26.556,86.895,85.358,6
372,36,1,1,2,4,1:26.674,1:25.577,1:26.755,86.674,85.577,2
373,36,9,2,10,5,1:26.696,1:25.882,1:27.347,86.696,85.882,3
374,36,21,4,3,6,1:27.270,1:25.944,1:27.634,87.27,85.944,10
375,36,17,9,15,7,1:26.978,1:26.623,1:27.934,86.97800000000001,86.623,7
376,36,15,7,12,8,1:27.014,1:26.688,1:28.404,87.014,86.688,9
377,36,23,7,11,9,1:27.328,1:26.739,1:28.692,87.328,86.739,11
378,36,11,8,22,10,1:27.365,1:26.758,1:28.871,87.365,86.758,12
379,36,19,8,23,11,1:26.986,1:26.909,\N,86.986,86.90899999999999,8
380,36,3,3,16,12,1:27.596,1:26.914,\N,87.596,86.914,16
381,36,5,4,4,13,1:27.529,1:26.964,\N,87.529,86.964,14
382,36,18,11,7,14,1:27.540,1:27.264,\N,87.53999999999999,87.264,15
383,36,25,3,17,15,1:27.479,1:27.393,\N,87.479,87.393,13
384,36,13,6,5,16,1:26.712,\N,\N,86.712,NA,5
385,36,22,11,8,17,1:27.679,\N,\N,87.679,NA,17
386,36,26,5,19,18,1:28.305,\N,\N,88.305,NA,18
387,36,14,9,14,19,1:28.579,\N,\N,88.57900000000001,NA,19
388,36,24,5,18,20,1:29.267,\N,\N,89.267,NA,20
389,36,16,12,20,21,1:29.339,\N,\N,89.339,NA,21
390,36,27,12,21,22,1:31.932,\N,\N,91.932,NA,22
391,37,13,6,5,1,1:35.340,1:34.454,1:35.043,95.34,94.45400000000001,5
392,37,4,1,1,2,1:34.942,1:34.057,1:35.310,94.94200000000001,94.057,1
393,37,8,6,6,3,1:35.138,1:34.687,1:35.479,95.138,94.687,3
394,37,1,1,2,4,1:35.028,1:34.650,1:36.045,95.02799999999999,94.65,2
395,37,2,2,9,5,1:35.617,1:35.203,1:36.543,95.61699999999999,95.203,6
396,37,3,3,16,6,1:35.755,1:35.380,1:36.829,95.755,95.38,11
397,37,9,2,10,7,1:35.294,1:34.739,1:36.839,95.294,94.739,4
398,37,15,7,12,8,1:35.666,1:35.255,1:36.902,95.666,95.255,7
399,37,23,7,11,9,1:35.736,1:35.595,1:37.078,95.73599999999999,95.595,10
400,37,17,9,15,10,1:35.727,1:35.579,1:37.345,95.727,95.57900000000001,8
401,37,5,4,4,11,1:36.092,1:35.630,\N,96.092,95.63,14
402,37,21,4,3,12,1:35.879,1:35.706,\N,95.87899999999999,95.706,12
403,37,14,9,14,13,1:35.730,1:35.766,\N,95.72999999999999,95.76599999999999,9
404,37,11,8,22,14,1:36.430,1:35.945,\N,96.43,95.945,16
405,37,18,11,7,15,1:35.913,1:36.088,\N,95.913,96.088,13
406,37,24,5,18,16,1:36.140,1:36.145,\N,96.14,96.14500000000001,15
407,37,26,5,19,17,1:36.578,\N,\N,96.578,NA,17
408,37,19,8,23,18,1:36.816,\N,\N,96.816,NA,18
409,37,22,11,8,19,1:36.827,\N,\N,96.827,NA,19
410,37,25,3,17,20,1:37.326,\N,\N,97.326,NA,20
411,37,27,12,21,21,1:38.279,\N,\N,98.279,NA,21
412,37,16,12,20,22,1:38.415,\N,\N,98.41499999999999,NA,22
413,38,13,6,5,1,1:32.443,1:31.359,1:32.652,92.443,91.35900000000001,1
414,38,1,1,2,2,1:32.580,1:31.752,1:32.935,92.58,91.752,2
415,38,8,6,6,3,1:33.161,1:31.812,1:33.131,93.161,91.812,4
416,38,4,1,1,4,1:33.049,1:32.214,1:33.192,93.049,92.214,3
417,38,2,2,9,5,1:33.164,1:32.154,1:33.404,93.164,92.154,5
418,38,9,2,10,6,1:33.348,1:32.292,1:33.710,93.348,92.292,8
419,38,21,4,3,7,1:33.556,1:32.889,1:34.056,93.556,92.88900000000001,12
420,38,17,9,15,8,1:33.496,1:32.808,1:34.106,93.49600000000001,92.80799999999999,11
421,38,15,7,12,9,1:33.218,1:32.429,1:34.154,93.218,92.429,6
422,38,3,3,16,10,1:33.349,1:32.815,1:34.399,93.34899999999999,92.815,9
423,38,25,3,17,11,1:33.759,1:32.915,\N,93.759,92.91499999999999,13
424,38,5,4,4,12,1:33.467,1:32.935,\N,93.467,92.935,10
425,38,19,8,23,13,1:33.299,1:33.082,\N,93.299,93.082,7
426,38,23,7,11,14,1:33.923,1:33.294,\N,93.923,93.294,15
427,38,22,11,8,15,1:33.776,1:33.624,\N,93.77600000000001,93.624,14
428,38,18,11,7,16,1:33.967,1:33.731,\N,93.967,93.731,16
429,38,11,8,22,17,1:33.984,\N,\N,93.98400000000001,NA,17
430,38,24,5,18,18,1:34.024,\N,\N,94.024,NA,18
431,38,26,5,19,19,1:34.333,\N,\N,94.333,NA,19
432,38,16,12,20,20,1:35.280,\N,\N,95.28,NA,20
433,38,14,9,14,21,1:35.341,\N,\N,95.34100000000001,NA,21
434,38,27,12,12,22,1:35.533,\N,\N,95.533,NA,22
435,39,13,6,5,1,1:21.375,1:20.597,1:21.421,81.375,80.59700000000001,2
436,39,4,1,1,2,1:21.609,1:20.797,1:21.451,81.60900000000001,80.797,3
437,39,8,6,6,3,1:21.802,1:20.741,1:21.723,81.80199999999999,80.741,6
438,39,1,1,2,4,1:21.120,1:20.713,1:21.785,81.12,80.713,1
439,39,9,2,10,5,1:21.941,1:21.381,1:22.253,81.941,81.381,7
440,39,15,7,12,6,1:22.501,1:21.554,1:22.324,82.501,81.554,13
441,39,2,2,9,7,1:21.625,1:21.113,1:22.389,81.625,81.113,4
442,39,5,4,4,8,1:21.790,1:21.623,1:22.568,81.78999999999999,81.623,5
443,39,14,9,14,9,1:22.491,1:21.488,1:22.749,82.491,81.488,12
444,39,21,4,3,10,1:22.064,1:21.677,1:22.881,82.064,81.67699999999999,9
445,39,3,3,16,11,1:21.943,1:21.968,\N,81.943,81.968,8
446,39,22,11,8,12,1:22.502,1:22.097,\N,82.502,82.09700000000001,14
447,39,11,8,22,13,1:22.090,1:22.115,\N,82.09,82.115,10
448,39,18,11,7,14,1:22.503,1:22.120,\N,82.503,82.12,15
449,39,19,8,23,15,1:22.295,\N,\N,82.295,NA,11
450,39,24,5,18,16,1:22.508,\N,\N,82.508,NA,16
451,39,23,7,11,17,1:22.666,\N,\N,82.666,NA,17
452,39,25,3,17,18,1:22.769,\N,\N,82.769,NA,18
453,39,17,9,15,19,1:23.398,\N,\N,83.398,NA,19
454,39,16,12,20,20,1:23.811,\N,\N,83.811,NA,20
455,39,27,12,21,21,1:23.990,\N,\N,83.99,NA,21
457,40,4,1,1,1,1:16.059,1:15.431,1:15.726,76.059,75.431,2
458,40,1,1,2,2,1:15.685,1:15.479,1:15.905,75.685,75.479,1
459,40,13,6,5,3,1:16.786,1:16.034,1:15.967,76.786,76.03399999999999,5
460,40,21,4,3,4,1:17.596,1:16.054,1:16.285,77.596,76.054,12
461,40,3,3,16,5,1:16.870,1:16.100,1:16.439,76.87,76.1,6
462,40,17,9,15,6,1:17.816,1:16.420,1:16.784,77.816,76.42,14
463,40,2,2,9,7,1:17.385,1:15.733,1:16.832,77.385,75.733,10
464,40,9,2,10,8,1:17.584,1:15.576,1:16.955,77.584,75.576,11
465,40,22,11,8,9,1:17.244,1:16.454,1:17.498,77.244,76.45400000000001,8
466,40,18,11,7,10,1:17.297,1:16.457,1:17.939,77.297,76.457,9
467,40,25,3,17,11,1:17.874,1:16.662,\N,77.874,76.662,16
468,40,24,5,18,12,1:16.720,1:16.703,\N,76.72,76.703,4
469,40,14,9,14,13,1:17.204,1:16.319,\N,77.20400000000001,76.319,7
470,40,15,7,12,14,1:17.686,1:16.988,\N,77.686,76.988,13
471,40,5,4,4,15,1:17.836,1:17.125,\N,77.836,77.125,15
472,40,8,6,6,16,1:16.251,\N,\N,76.251,NA,3
473,40,19,8,23,17,1:18.250,\N,\N,78.25,NA,17
474,40,26,5,19,18,1:18.390,\N,\N,78.39,NA,18
475,40,16,12,20,19,1:18.418,\N,\N,78.418,NA,19
476,40,23,7,11,20,1:18.539,\N,\N,78.539,NA,20
477,40,11,8,22,21,1:18.554,\N,\N,78.554,NA,21
479,41,1,1,2,1,1:16.576,1:15.486,1:15.707,76.576,75.486,3
480,41,4,1,1,2,1:16.562,1:15.522,1:16.163,76.562,75.522,2
481,41,2,2,9,3,1:17.006,1:15.960,1:16.266,77.006,75.96000000000001,6
482,41,8,6,6,4,1:16.468,1:16.592,1:16.411,76.468,76.592,1
483,41,13,6,5,5,1:16.756,1:16.138,1:16.570,76.756,76.138,4
484,41,17,9,15,6,1:17.315,1:16.257,1:16.913,77.315,76.257,10
485,41,3,3,16,7,1:17.016,1:16.190,1:16.919,77.01599999999999,76.19,8
486,41,9,2,10,8,1:17.267,1:16.368,1:16.993,77.267,76.368,9
487,41,21,4,3,9,1:16.805,1:16.288,1:17.229,76.805,76.288,5
488,41,15,7,12,10,1:17.324,1:16.600,1:17.747,77.324,76.6,11
489,41,11,8,22,11,1:17.490,1:16.743,\N,77.49,76.743,14
490,41,24,5,18,12,1:17.541,1:16.760,\N,77.541,76.76,16
491,41,22,11,8,13,1:17.011,1:17.116,\N,77.011,77.116,7
492,41,14,9,14,14,1:17.436,1:17.304,\N,77.436,77.304,13
493,41,18,11,7,15,1:17.522,1:17.541,\N,77.52199999999999,77.541,15
494,41,26,5,19,16,1:17.433,1:17.571,\N,77.43299999999999,77.571,12
495,41,19,8,23,17,1:17.542,\N,\N,77.542,NA,17
496,41,23,7,11,18,1:17.634,\N,\N,77.634,NA,18
497,41,25,3,17,19,1:18.089,\N,\N,78.089,NA,20
498,41,16,12,20,20,1:18.536,\N,\N,78.536,NA,21
499,41,27,12,21,21,1:19.196,\N,\N,79.196,NA,22
500,41,5,4,4,22,1:17.806,\N,\N,77.806,NA,19
501,42,1,1,2,1,1:12.563,1:12.065,1:12.331,72.563,72.065,3
502,42,4,1,1,2,1:12.416,1:11.926,1:12.500,72.416,71.926,1
503,42,13,6,5,3,1:12.731,1:12.180,1:12.703,72.731,72.18,5
504,42,8,6,6,4,1:12.732,1:12.111,1:12.839,72.732,72.111,6
505,42,2,2,9,5,1:12.543,1:12.188,1:12.847,72.543,72.188,2
506,42,5,4,4,6,1:12.998,1:12.599,1:13.308,72.998,72.599,8
507,42,20,2,10,7,1:12.711,1:12.644,1:13.513,72.711,72.644,4
508,42,15,7,12,8,1:13.186,1:12.828,1:13.789,73.186,72.828,12
509,42,17,9,15,9,1:13.425,1:12.788,1:13.871,73.425,72.788,16
510,42,21,4,3,10,1:13.168,1:12.603,1:13.953,73.168,72.603,11
511,42,14,9,14,11,1:13.424,1:12.873,\N,73.424,72.873,15
512,42,23,7,11,12,1:12.851,1:12.920,\N,72.851,72.92,7
513,42,18,11,7,13,1:13.306,1:12.998,\N,73.306,72.998,14
514,42,3,3,16,14,1:13.128,1:13.060,\N,73.128,73.06,9
515,42,22,11,8,15,1:13.203,1:13.201,\N,73.203,73.201,13
516,42,19,8,23,16,1:13.164,1:13.259,\N,73.164,73.259,10
517,42,25,3,17,17,1:13.441,\N,\N,73.441,NA,17
518,42,11,8,22,18,1:13.477,\N,\N,73.477,NA,18
519,42,24,5,18,19,1:13.484,\N,\N,73.484,NA,19
520,42,26,5,19,20,1:13.712,\N,\N,73.712,NA,20
521,42,16,12,20,21,1:14.122,\N,\N,74.122,NA,21
522,42,27,12,21,22,1:14.597,\N,\N,74.597,NA,22
523,43,13,6,5,1,1:15.303,1:14.822,1:15.034,75.303,74.822,3
524,43,1,1,2,2,1:14.805,1:14.795,1:15.104,74.805,74.795,1
525,43,8,6,6,3,1:14.872,1:14.828,1:15.257,74.872,74.828,2
526,43,9,2,10,4,1:15.778,1:15.066,1:15.493,75.778,75.066,8
527,43,21,4,3,5,1:16.047,1:15.227,1:15.674,76.047,75.227,12
528,43,5,4,4,6,1:15.524,1:15.272,1:15.826,75.524,75.272,5
529,43,2,2,9,7,1:15.783,1:15.149,1:15.900,75.783,75.149,9
530,43,15,7,12,8,1:16.118,1:15.379,1:15.935,76.118,75.379,15
531,43,3,3,16,9,1:16.092,1:15.331,1:16.328,76.092,75.331,13
532,43,4,1,1,10,1:15.322,1:15.084,\N,75.322,75.084,4
533,43,23,7,11,11,1:15.760,1:15.534,\N,75.76,75.534,7
534,43,18,11,7,12,1:16.113,1:15.584,\N,76.113,75.584,14
535,43,22,11,8,13,1:16.140,1:15.761,\N,76.14,75.761,16
536,43,17,9,15,14,1:15.746,1:15.806,\N,75.746,75.806,6
537,43,26,5,19,15,1:15.980,1:16.049,\N,75.98,76.049,11
538,43,14,9,14,16,1:15.915,\N,\N,75.91499999999999,NA,10
539,43,24,5,18,17,1:16.142,\N,\N,76.142,NA,17
540,43,25,3,17,18,1:16.241,\N,\N,76.241,NA,18
541,43,19,8,23,19,1:16.366,\N,\N,76.366,NA,20
542,43,27,12,21,20,1:17.826,\N,\N,77.826,NA,21
543,43,16,12,20,21,1:17.915,\N,\N,77.91499999999999,NA,22
544,43,11,8,22,22,1:16.244,\N,\N,76.244,NA,19
545,44,1,1,2,1,1:19.885,1:19.400,1:19.997,79.885,79.4,4
546,44,8,6,6,2,1:19.753,1:19.252,1:20.099,79.753,79.252,2
547,44,4,1,1,3,1:19.330,1:19.152,1:20.147,79.33,79.152,1
548,44,13,6,5,4,1:19.790,1:19.421,1:20.265,79.78999999999999,79.42099999999999,3
549,44,9,2,10,5,1:20.294,1:20.054,1:20.401,80.294,80.054,5
550,44,23,7,11,6,1:20.513,1:19.860,1:20.516,80.513,79.86,6
551,44,5,4,4,7,1:20.570,1:20.077,1:20.721,80.57,80.077,8
552,44,21,4,3,8,1:20.842,1:20.042,1:20.775,80.842,80.042,12
553,44,2,2,9,9,1:20.534,1:20.178,1:20.894,80.53399999999999,80.178,7
554,44,15,7,12,10,1:21.150,1:20.133,1:21.240,81.15,80.133,13
555,44,17,9,15,11,1:20.583,1:20.235,\N,80.583,80.235,9
556,44,14,9,14,12,1:21.154,1:20.329,\N,81.154,80.32900000000001,14
557,44,25,3,17,13,1:20.830,1:20.350,\N,80.83,80.35,10
558,44,22,11,8,14,1:21.169,1:20.364,\N,81.169,80.364,16
559,44,26,5,19,15,1:20.834,1:20.515,\N,80.834,80.515,11
560,44,24,5,18,16,1:21.160,1:20.823,\N,81.16,80.82300000000001,15
561,44,3,3,16,17,1:21.219,\N,\N,81.219,NA,17
562,44,18,11,7,18,1:21.335,\N,\N,81.33500000000001,NA,18
563,44,19,8,23,19,1:21.448,\N,\N,81.44800000000001,NA,19
564,44,16,12,20,20,1:22.019,\N,\N,82.019,NA,20
565,44,11,8,22,21,1:22.045,\N,\N,82.045,NA,21
566,44,27,12,21,22,1:22.586,\N,\N,82.586,NA,22
567,45,8,6,6,1,1:31.522,1:31.237,1:31.450,91.52199999999999,91.237,3
568,45,4,1,1,2,1:31.074,1:30.983,1:31.741,91.074,90.983,1
569,45,13,6,5,3,1:31.447,1:30.912,1:31.778,91.447,90.912,2
570,45,2,2,9,4,1:31.889,1:31.652,1:31.840,91.889,91.652,5
571,45,9,2,10,5,1:31.961,1:31.444,1:32.123,91.961,91.444,6
572,45,17,9,15,6,1:32.629,1:31.661,1:32.476,92.62899999999999,91.661,13
573,45,5,4,4,7,1:32.594,1:31.783,1:32.478,92.594,91.783,12
574,45,15,7,12,8,1:32.381,1:31.859,1:32.501,92.381,91.85900000000001,10
575,45,23,7,11,9,1:32.446,1:31.843,1:32.570,92.446,91.843,11
576,45,1,1,2,10,1:31.587,1:31.185,1:33.833,91.587,91.185,4
577,45,3,3,16,11,1:32.117,1:31.978,\N,92.11699999999999,91.97800000000001,7
578,45,25,3,17,12,1:32.173,1:31.996,\N,92.173,91.996,8
579,45,21,4,3,13,1:32.378,1:32.010,\N,92.378,92.00999999999999,9
580,45,22,11,8,14,1:32.674,1:32.221,\N,92.674,92.221,14
581,45,19,8,23,15,1:32.793,1:32.451,\N,92.793,92.451,16
582,45,11,8,22,16,1:32.678,1:32.838,\N,92.678,92.838,15
583,45,18,11,7,17,1:32.983,\N,\N,92.983,NA,17
584,45,26,5,19,18,1:33.038,\N,\N,93.038,NA,18
585,45,24,5,18,19,1:33.148,\N,\N,93.148,NA,19
586,45,14,9,14,20,1:33.151,\N,\N,93.15100000000001,NA,20
587,45,16,12,20,21,1:34.500,\N,\N,94.5,NA,21
588,45,28,12,21,22,1:35.940,\N,\N,95.94,NA,22
589,46,4,1,1,1,1:20.425,1:19.661,1:19.674,80.425,79.661,5
590,46,1,1,2,2,1:19.570,1:19.301,1:19.781,79.57,79.301,1
591,46,2,2,9,3,1:20.751,1:20.322,1:20.259,80.751,80.322,10
592,46,8,6,6,4,1:20.435,1:20.107,1:20.410,80.435,80.107,6
593,46,3,3,16,5,1:20.547,1:20.188,1:20.632,80.547,80.188,9
594,46,23,7,11,6,1:20.449,1:20.455,1:20.714,80.449,80.455,7
595,46,9,2,10,7,1:20.366,1:20.703,1:20.876,80.366,80.703,3
596,46,21,4,3,8,1:21.645,1:20.590,1:21.079,81.645,80.59,15
597,46,15,7,12,9,1:20.481,1:19.951,1:21.206,80.481,79.951,8
598,46,17,9,15,10,1:20.794,1:20.439,1:21.256,80.794,80.439,11
599,46,14,9,14,11,1:21.291,1:20.718,\N,81.291,80.718,14
600,46,5,4,4,12,1:20.285,1:20.779,\N,80.285,80.779,2
601,46,25,3,17,13,1:21.243,1:20.865,\N,81.243,80.865,13
602,46,13,6,5,14,1:20.408,1:21.021,\N,80.408,81.021,4
603,46,19,8,23,15,1:21.018,1:21.127,\N,81.018,81.127,12
604,46,24,5,18,16,1:21.730,1:21.993,\N,81.73,81.993,16
605,46,18,11,7,17,1:21.737,\N,\N,81.737,NA,17
606,46,22,11,8,18,1:21.877,\N,\N,81.877,NA,18
607,46,11,8,22,19,1:22.143,\N,\N,82.143,NA,19
608,46,20,5,19,20,1:22.177,\N,\N,82.17699999999999,NA,20
609,46,16,12,20,21,1:22.737,\N,\N,82.737,NA,21
610,46,29,12,21,22,1:23.774,\N,\N,83.774,NA,22
611,47,13,6,5,1,1:27.488,1:27.039,1:27.329,87.488,87.039,3
612,47,1,1,2,2,1:27.513,1:26.936,1:27.373,87.513,86.936,4
613,47,8,6,6,3,1:27.294,1:26.902,1:27.546,87.294,86.902,1
614,47,4,1,1,4,1:27.328,1:26.841,1:27.574,87.328,86.84100000000001,2
615,47,9,2,10,5,1:27.997,1:27.253,1:27.722,87.997,87.253,5
616,47,2,2,9,6,1:28.099,1:27.253,1:28.037,88.099,87.253,6
617,47,5,4,4,7,1:28.127,1:27.039,1:28.491,88.127,87.039,7
618,47,3,3,16,8,1:28.275,1:27.750,1:28.501,88.275,87.75,8
619,47,15,7,12,9,1:28.318,1:27.801,1:28.740,88.318,87.801,11
620,47,21,4,3,10,1:28.313,1:27.880,1:29.322,88.313,87.88,10
621,47,19,8,23,11,1:28.304,1:28.002,\N,88.304,88.002,9
622,47,17,9,15,12,1:28.500,1:28.013,\N,88.5,88.013,15
623,47,14,9,14,13,1:28.395,1:28.100,\N,88.395,88.1,14
624,47,25,3,17,14,1:28.360,1:28.390,\N,88.36,88.39,12
625,47,24,5,18,15,1:28.798,\N,\N,88.798,NA,17
626,47,23,7,11,16,1:28.809,\N,\N,88.809,NA,18
627,47,11,8,22,17,1:28.953,\N,\N,88.953,NA,19
628,47,20,5,19,18,1:29.408,\N,\N,89.408,NA,20
629,47,16,12,20,19,1:29.861,\N,\N,89.861,NA,21
630,47,29,12,21,20,1:31.479,\N,\N,91.479,NA,22
631,47,18,11,7,21,1:28.373,1:28.220,\N,88.373,88.22,13
632,47,22,11,8,22,1:28.792,1:28.188,\N,88.792,88.188,16
633,48,4,1,1,1,1:21.718,1:21.356,1:21.997,81.718,81.356,1
634,48,1,1,2,2,1:21.956,1:21.746,1:22.034,81.956,81.746,2
635,48,13,6,5,3,1:22.309,1:21.993,1:22.549,82.309,81.993,3
636,48,2,2,9,4,1:23.107,1:22.466,1:23.174,83.107,82.46600000000001,6
637,48,8,6,6,5,1:22.673,1:22.369,1:23.183,82.673,82.369,4
638,48,9,2,10,6,1:23.088,1:22.400,1:23.446,83.088,82.4,5
639,48,5,4,4,7,1:23.505,1:23.134,1:24.102,83.505,83.134,9
640,48,3,3,16,8,1:23.333,1:22.748,1:24.382,83.333,82.748,7
641,48,15,7,12,9,1:23.724,1:23.107,1:24.555,83.724,83.107,15
642,48,18,11,7,10,1:23.639,1:23.021,1:25.165,83.639,83.021,13
643,48,17,9,15,11,1:23.575,1:23.166,\N,83.575,83.166,11
644,48,22,11,8,12,1:23.474,1:23.176,\N,83.474,83.176,8
645,48,25,3,17,13,1:23.739,1:23.209,\N,83.739,83.209,16
646,48,19,8,23,14,1:23.646,1:23.274,\N,83.646,83.274,14
647,48,21,4,3,15,1:23.559,1:23.325,\N,83.559,83.325,10
648,48,20,5,19,16,1:23.578,1:23.351,\N,83.578,83.351,12
649,48,11,8,22,17,1:23.749,\N,\N,83.749,NA,17
650,48,23,7,11,18,1:23.787,\N,\N,83.787,NA,18
651,48,24,5,18,19,1:23.886,\N,\N,83.886,NA,19
652,48,14,9,14,20,1:24.019,\N,\N,84.019,NA,20
653,48,16,12,20,21,1:24.699,\N,\N,84.699,NA,21
654,48,29,12,21,22,1:25.084,\N,\N,85.084,NA,22
655,49,8,6,6,1,1:46.242,1:45.070,1:45.994,106.24199999999999,105.07,3
656,49,13,6,5,2,1:46.060,1:45.173,1:46.011,106.06,105.173,2
657,49,4,1,1,3,1:46.058,1:45.442,1:46.091,106.05799999999999,105.44200000000001,1
658,49,1,1,2,4,1:46.437,1:45.132,1:46.406,106.437,105.132,4
659,49,3,3,16,5,1:46.950,1:46.469,1:47.334,106.95,106.469,7
660,49,2,2,9,6,1:46.923,1:45.994,1:47.409,106.923,105.994,6
661,49,17,9,15,7,1:47.084,1:46.426,1:47.524,107.084,106.426,9
662,49,15,7,12,8,1:47.143,1:46.480,1:47.798,107.143,106.47999999999999,10
663,49,5,4,4,9,1:46.971,1:46.240,1:48.505,106.971,106.24000000000001,8
664,49,23,7,11,10,1:47.300,1:46.618,\N,107.3,106.618,12
665,49,14,9,14,11,1:47.340,1:46.800,\N,107.34,106.8,13
666,49,18,11,7,12,1:47.474,1:46.955,\N,107.47399999999999,106.955,14
667,49,24,5,18,13,1:47.576,1:47.115,\N,107.576,107.11500000000001,16
668,49,9,2,10,14,1:46.707,1:45.885,1:46.996,106.707,105.88499999999999,5
669,49,25,3,17,15,1:47.522,1:47.394,\N,107.52199999999999,107.394,15
670,49,20,5,19,16,1:47.581,\N,\N,107.581,NA,17
671,49,22,11,8,17,1:47.954,\N,\N,107.95400000000001,NA,18
672,49,11,8,22,18,1:47.980,\N,\N,107.97999999999999,NA,19
673,49,16,12,20,19,1:48.044,\N,\N,108.044,NA,20
674,49,19,8,23,20,1:48.199,\N,\N,108.199,NA,21
675,49,29,12,21,21,1:49.557,\N,\N,109.557,NA,22
676,49,21,4,3,22,1:47.143,1:46.603,\N,107.143,106.60300000000001,10
677,50,1,1,2,1,1:25.489,1:24.753,1:25.368,85.489,84.753,4
678,50,4,1,1,2,1:25.379,1:24.806,1:25.438,85.379,84.806,2
679,50,8,6,6,3,1:25.390,1:24.988,1:25.516,85.39,84.988,3
680,50,13,6,5,4,1:25.359,1:25.049,1:25.765,85.35900000000001,85.049,1
681,50,2,2,9,5,1:25.971,1:25.248,1:26.505,85.971,85.248,6
682,50,18,11,7,6,1:26.614,1:25.454,1:26.913,86.614,85.45400000000001,10
683,50,17,9,15,7,1:25.970,1:25.535,1:26.914,85.97,85.535,5
684,50,20,5,19,8,1:26.025,1:25.909,1:26.973,86.025,85.90899999999999,7
685,50,9,2,10,9,1:26.300,1:25.530,1:27.225,86.3,85.53,8
686,50,21,4,3,10,1:26.909,1:26.033,\N,86.90899999999999,86.033,13
687,50,5,4,4,11,1:27.223,1:26.232,\N,87.223,86.232,15
688,50,14,9,14,12,1:26.904,1:26.247,\N,86.904,86.247,12
689,50,15,7,12,13,1:26.711,1:26.253,\N,86.711,86.253,11
690,50,24,5,18,14,1:27.234,1:26.948,\N,87.23400000000001,86.94800000000001,16
691,50,23,7,11,15,1:27.191,\N,\N,87.191,NA,14
692,50,3,3,16,16,1:26.579,1:25.816,1:26.728,86.57900000000001,85.816,9
